,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
1855,63,1,1,4,0,2,0,1,1,0
1856,56,2,5,4,4,5,0,0,0,0
1857,68,8,12,0,9,0,11,0,0,0
1858,26,7,1,1,1,1,0,0,0,0
1859,156,22,17,29,17,1,0,2,0,0
1860,48,3,7,4,0,2,0,0,0,0
1861,62,13,10,5,4,1,0,0,0,1
1862,48,4,1,8,1,1,0,0,0,0
1863,67,3,14,5,0,3,0,1,0,0
1864,77,18,9,3,3,1,0,4,0,0
1865,95,13,8,0,0,4,0,0,0,1
1866,65,0,3,0,1,1,4,0,0,0
1867,178,14,15,7,11,7,0,0,4,11
1868,46,4,2,0,1,3,6,1,0,0
1869,179,12,12,2,7,16,0,16,1,0
1870,149,5,13,21,5,16,0,1,0,0
1871,53,6,2,2,4,0,0,2,0,0
1872,102,15,10,12,0,5,0,0,2,0
1873,65,5,5,3,1,1,0,0,2,0
1874,106,10,17,7,5,2,0,2,2,0
1875,133,5,13,5,2,0,0,1,0,0
1876,149,11,17,0,8,5,6,0,2,0
1877,68,18,16,9,8,0,0,1,0,0
1878,59,3,6,5,4,3,0,3,0,0
1879,67,5,6,3,1,5,0,2,1,0
1880,68,21,9,1,2,0,4,0,0,0
1881,78,8,3,3,3,3,0,0,0,0
1882,110,19,22,1,19,5,0,12,6,0
1883,51,4,2,9,1,5,0,2,1,0
1884,4,19,8,4,10,9,0,1,0,0
1885,103,1,8,3,3,0,0,4,0,0
1886,74,4,2,2,3,0,3,1,0,0
1887,136,28,13,2,15,1,10,0,0,0
1888,63,5,2,1,6,1,0,2,1,0
1889,70,8,3,4,3,0,1,3,0,0
1890,35,12,3,3,1,0,0,1,0,0
1891,91,7,3,3,1,0,1,1,0,0
1892,28,0,2,4,3,4,0,1,2,0
1893,133,6,9,9,8,2,0,1,1,0
1894,218,17,14,15,1,9,0,7,1,0
1895,75,3,8,5,4,2,2,0,0,0
1896,146,12,9,4,0,5,0,10,1,0
1897,106,3,13,1,0,0,0,0,0,0
1898,49,1,2,3,0,2,0,8,1,0
1899,75,1,3,6,1,2,0,0,0,0
1900,102,12,8,3,8,1,0,0,0,5
1901,76,8,12,4,1,0,7,0,0,1
1902,83,2,7,3,1,3,0,1,0,0
1903,56,9,4,8,3,2,0,1,0,0
1904,99,19,7,5,0,1,0,5,1,0
1905,57,1,1,3,3,5,0,0,0,0
1906,98,6,7,11,0,0,5,0,0,0
1907,126,3,4,14,2,6,0,2,1,0
1908,56,2,11,3,1,2,0,4,1,0
1909,55,2,4,0,5,2,5,0,0,0
1910,58,3,7,0,4,0,0,0,0,2
1911,24,12,9,0,5,0,0,1,0,0
1912,29,13,10,0,4,0,0,1,0,0
1913,39,24,7,11,9,4,0,2,1,0
1914,168,29,15,0,11,2,4,0,0,5
1915,17,23,8,13,7,5,0,2,1,0
1916,106,18,14,10,6,8,0,1,3,0
1917,73,25,14,17,10,8,0,0,2,0
1918,59,4,9,3,9,1,4,3,0,0
1919,201,96,30,10,30,7,0,11,3,0
1920,215,27,10,9,7,14,0,3,0,0
1921,40,4,14,5,5,2,0,4,0,0
1922,84,18,12,6,9,8,0,1,0,0
1923,99,1,8,7,0,8,0,0,0,0
1924,46,0,1,0,0,0,2,5,1,0
1925,23,18,34,1,4,4,3,3,0,0
1926,97,25,6,6,0,3,0,0,0,0
1927,174,22,14,10,12,10,0,0,0,0
1928,141,12,14,1,0,0,9,7,0,0
1929,54,3,3,0,4,0,4,2,0,0
1930,53,3,3,5,2,1,0,0,1,0
1931,162,16,6,2,0,7,0,0,4,0
1932,42,8,2,4,1,1,0,1,2,0
1933,25,9,2,4,1,0,0,0,0,0
1934,52,3,3,1,2,1,0,0,2,0
1935,52,0,2,5,1,0,0,0,2,0
1936,50,3,5,2,0,1,1,1,0,0
1937,61,4,4,1,5,2,0,3,1,0
1938,37,3,4,1,3,1,0,2,1,0
1939,81,14,6,1,8,6,3,0,2,0
1940,32,0,4,0,1,0,0,1,0,0
1941,112,14,8,7,0,17,0,2,5,0
1942,35,9,7,1,4,0,9,0,0,0
1943,73,17,1,7,0,4,0,4,0,0
1944,51,4,7,0,1,2,7,0,0,0
1945,95,4,6,12,5,6,0,0,1,0
1946,68,7,4,2,5,4,0,1,1,0
1947,69,5,4,7,8,0,0,0,4,0
1948,36,2,3,2,0,0,0,1,0,0
1949,148,8,8,2,0,8,10,6,2,0
1950,74,6,9,1,1,0,0,2,0,0
1951,90,8,3,5,5,2,0,0,0,0
1952,54,3,4,0,0,0,0,1,0,0
1953,84,16,2,5,2,2,0,0,0,0
1954,230,7,5,9,0,11,0,3,0,0
1955,103,8,6,4,5,4,0,0,0,0
1956,113,5,5,12,7,6,0,0,0,0
1957,30,14,1,0,5,1,0,0,0,0
1958,139,16,12,0,3,2,9,0,0,10
1959,50,4,2,6,5,0,3,0,0,0
1960,101,8,4,7,11,1,0,1,0,5
1961,101,18,17,5,5,1,0,2,2,0
1962,150,24,15,4,0,0,0,14,0,0
1963,28,0,4,1,1,1,0,1,0,0
1964,40,1,2,8,3,4,0,3,1,0
1965,123,7,4,4,9,4,0,0,0,0
1966,100,27,11,7,6,4,0,1,1,0
1967,52,7,5,1,1,0,0,1,0,0
1968,58,5,0,0,2,0,1,0,0,0
1969,61,27,7,5,0,2,5,1,0,0
1970,35,5,1,2,4,0,0,0,2,2
1971,239,15,24,4,0,10,0,4,2,0
1972,56,4,2,6,0,0,0,0,0,0
1973,61,3,3,6,2,9,0,0,0,0
1974,105,14,6,0,4,3,8,6,3,0
1975,120,21,8,12,12,5,0,4,0,0
1976,108,23,16,7,8,6,0,4,7,0
1977,51,8,4,1,3,1,5,0,1,0
1978,71,2,5,4,3,5,0,0,1,0
1979,36,35,3,2,2,0,0,8,0,0
1980,75,10,3,5,0,0,0,0,0,0
1981,85,4,13,0,5,0,5,0,0,5
1982,55,4,3,1,0,0,2,12,1,0
1983,89,13,4,0,9,0,7,3,0,0
1984,38,4,2,3,1,2,0,5,0,0
1985,57,2,6,3,0,0,0,1,0,0
1986,104,0,13,0,3,1,6,1,0,0
1987,45,5,6,10,4,1,0,0,0,3
1988,26,5,2,0,2,2,0,1,0,0
1989,50,10,3,3,1,1,1,1,0,0
1990,34,6,4,3,2,0,1,0,0,0
1991,91,2,17,0,2,1,8,0,0,0
1992,120,23,7,2,7,4,13,0,0,0
1993,46,4,1,2,2,1,0,0,0,0
1994,84,7,5,3,0,1,0,2,0,0
1995,46,3,3,0,0,1,2,1,0,0
1996,38,52,13,3,7,3,9,9,1,0
1997,38,52,13,3,7,3,9,9,1,0
1998,88,13,8,5,2,0,0,1,0,0
1999,128,8,21,5,1,1,12,1,1,6
2000,145,9,21,4,8,0,18,0,0,0
2001,30,10,3,2,0,0,0,0,0,0
2002,65,13,5,6,9,7,0,1,1,0
2003,70,3,2,1,0,0,0,3,1,0
2004,94,28,9,0,7,3,0,4,0,0
2005,123,4,4,7,0,13,0,2,0,0
2006,100,19,6,3,6,2,8,5,0,6
2007,58,10,10,8,5,3,0,3,0,0
2008,50,5,7,3,4,0,0,0,1,0
2009,164,8,19,12,10,11,0,3,5,0
2010,48,16,17,7,3,3,0,0,2,0
2011,47,6,1,6,4,2,0,0,1,0
2012,103,8,8,6,0,0,13,0,1,0
2013,182,6,13,11,0,2,0,8,1,1
2014,36,8,4,5,4,3,0,0,0,0
2015,33,3,3,0,3,0,0,0,0,0
2016,157,11,4,7,0,2,0,4,2,0
2017,64,2,7,0,0,3,5,1,1,0
2018,73,17,11,3,3,0,0,3,0,0
2019,60,4,4,1,0,2,4,0,0,0
2020,69,3,2,4,0,4,0,0,4,0
2021,74,13,8,6,4,3,0,5,0,0
2022,155,8,8,1,10,1,9,3,0,4
2023,126,9,19,8,16,6,0,2,1,0
2024,53,3,11,9,1,9,0,0,0,0
2025,34,1,2,1,1,0,0,1,0,0
2026,83,6,11,6,1,5,0,0,0,0
2027,58,8,6,2,4,2,0,0,0,0
2028,53,7,5,9,2,3,0,3,2,0
2029,50,7,6,3,5,2,0,0,0,0
2030,88,6,0,9,4,4,0,0,0,0
2031,95,11,4,13,4,14,0,0,0,0
2032,73,3,6,0,3,1,3,1,0,2
2033,61,2,4,4,1,0,0,0,0,0
2034,37,5,3,2,0,0,0,2,0,0
2035,71,9,5,3,2,1,0,1,2,0
2036,114,21,8,13,10,4,0,0,0,0
2037,88,15,6,1,4,3,2,4,1,3
2038,20,4,12,5,2,0,0,0,0,2
2039,77,15,22,2,3,3,5,1,3,0
2040,188,23,8,2,13,8,2,10,4,0
2041,96,21,4,3,13,2,0,0,1,0
2042,132,16,15,8,7,3,0,1,1,0
2043,104,16,2,1,0,2,0,6,1,0
2044,36,3,5,2,1,2,2,2,0,0
2045,139,12,5,9,3,8,0,0,2,0
2046,48,2,9,1,3,0,0,1,0,1
2047,59,10,2,0,6,2,1,1,0,0
2048,63,7,11,2,6,0,0,0,0,0
2049,40,7,2,0,0,1,6,0,0,0
2050,48,7,13,0,4,0,7,4,0,0
2051,54,6,4,2,4,0,0,0,1,0
2052,36,9,3,6,0,1,0,0,1,0
2053,161,13,15,8,11,4,0,0,1,0
2054,59,3,5,0,3,1,1,0,0,0
2055,160,11,17,1,6,2,10,0,0,0
2056,80,7,9,2,1,1,4,1,0,0
2057,52,1,3,3,2,1,0,0,0,0
2058,130,11,9,1,9,2,3,3,0,0
2059,44,6,7,3,0,1,0,0,0,0
2060,95,18,11,2,7,3,0,1,1,0
2061,132,18,18,7,10,9,0,3,2,0
2062,63,14,3,4,5,5,0,0,0,0
2063,39,0,4,0,2,0,0,2,0,0
2064,202,57,28,9,4,4,11,14,0,0
2065,28,4,7,5,1,0,0,0,2,0
2066,100,18,7,0,8,4,2,0,0,0
2067,84,5,3,3,0,1,0,1,2,0
2068,118,9,11,6,5,4,0,4,1,0
2069,72,23,7,1,7,1,9,1,2,0
2070,47,2,4,5,3,0,0,0,2,1
2071,95,26,7,5,0,7,0,0,0,0
2072,213,47,14,7,3,6,0,13,1,0
2073,126,8,2,3,1,3,1,1,0,0
2074,178,12,10,14,7,4,0,6,7,0
2075,50,13,3,0,1,3,0,5,2,0
2076,80,8,4,0,5,0,3,0,0,0
2077,0,28,4,5,2,6,0,0,0,0
2078,87,7,11,0,4,2,0,2,0,0
2079,34,10,3,2,3,3,0,1,0,0
2080,32,0,8,3,3,1,1,0,0,0
2081,97,13,10,1,0,0,8,1,0,0
2082,119,11,12,3,10,4,0,2,2,0
2083,37,2,5,1,0,3,0,1,1,0
2084,217,39,21,1,21,0,11,13,0,0
2085,111,18,2,2,0,4,0,0,1,0
2086,24,18,8,0,3,0,0,0,0,0
2087,92,5,23,2,5,6,2,2,1,1
2088,63,4,4,2,6,3,0,0,0,2
2089,142,15,9,8,0,1,0,1,1,0
2090,117,19,14,0,2,0,2,0,0,0
2091,136,11,21,0,20,0,20,3,0,1
2092,54,5,21,0,8,0,10,0,0,0
2093,99,13,5,3,1,0,3,0,0,0
2094,124,14,4,6,6,4,0,0,2,0
2095,43,7,3,2,2,0,2,0,0,0
2096,93,6,4,7,7,5,0,0,0,0
2097,146,16,10,3,7,1,0,2,2,0
2098,66,5,4,4,5,3,4,1,1,0
2099,266,24,18,18,19,4,4,9,5,0
2100,63,13,5,3,0,2,0,0,0,0
2101,63,3,7,1,0,1,0,2,0,0
2102,94,13,3,2,0,5,0,3,1,6
2103,60,4,2,11,1,5,0,0,0,0
2104,89,10,11,6,4,7,0,2,0,0
2105,25,8,5,4,0,0,0,0,0,0
2106,73,3,3,6,0,6,0,2,0,0
2107,130,33,26,4,8,0,3,1,0,0
2108,96,4,2,7,0,3,1,1,3,0
2109,27,1,7,2,1,0,0,1,0,0
2110,37,3,3,0,1,0,2,0,0,0
2111,63,5,6,6,1,6,0,0,1,0
2112,34,12,3,0,0,0,5,0,0,0
2113,41,7,4,0,3,0,3,1,0,1
2114,104,1,11,2,9,3,0,4,2,0
2115,45,14,15,7,2,1,0,1,0,0
2116,94,12,6,7,8,4,0,2,0,0
2117,96,4,17,7,4,2,0,5,0,0
2118,43,1,5,2,2,5,2,2,1,0
2119,60,28,2,6,1,7,0,1,0,0
2120,79,14,6,0,1,0,4,1,0,0
2121,98,16,13,7,2,10,0,2,1,0
2122,204,74,14,4,3,5,15,11,0,0
2123,22,2,1,2,0,4,0,0,0,0
2124,87,3,5,1,3,0,4,1,0,0
2125,147,19,9,2,10,4,0,2,0,0
2126,34,8,3,1,0,0,3,0,0,0
2127,54,8,9,0,4,0,0,1,0,0
2128,66,1,6,3,0,2,0,1,0,0
2129,68,2,11,4,6,4,0,1,0,0
2130,96,15,11,5,3,0,0,3,0,0
2131,47,0,6,2,1,0,1,1,0,0
2132,114,24,19,2,14,1,14,0,0,5
2133,56,17,4,0,1,0,4,5,0,2
2134,52,7,7,0,4,6,4,0,1,0
2135,61,5,5,1,2,1,0,1,0,0
2136,87,14,9,1,9,5,8,2,0,0
2137,178,8,21,14,7,12,0,5,0,9
2138,81,13,5,0,5,6,7,0,1,0
2139,52,9,11,2,0,1,6,0,0,0
2140,176,9,10,2,5,3,0,0,0,0
2141,117,28,8,1,18,5,2,0,0,0
2142,68,12,8,0,5,0,5,0,2,0
2143,116,12,3,1,4,1,0,1,0,0
2144,49,3,5,0,7,1,4,0,0,0
2145,26,18,0,2,2,0,0,0,0,0
2146,55,20,2,0,5,0,4,0,0,0
2147,85,24,4,8,4,1,0,0,1,0
2148,64,14,3,4,4,0,0,1,0,0
2149,47,5,0,3,0,0,0,1,0,0
2150,42,5,8,6,0,2,0,0,0,0
2151,88,4,12,3,5,2,0,5,1,0
2152,30,5,1,1,2,1,0,2,0,0
2153,41,2,1,3,0,0,0,1,1,0
2154,133,11,17,4,8,6,10,1,2,0
2155,58,1,7,2,0,1,1,2,0,1
2156,99,11,15,5,0,7,0,3,0,0
2157,99,11,15,5,0,7,0,3,0,0
2158,217,19,13,13,0,10,0,7,0,0
2159,44,7,0,0,3,1,3,0,0,0
2160,35,5,0,1,2,1,0,0,0,2
2161,75,10,7,5,5,0,0,1,0,0
2162,132,7,5,5,4,2,0,2,1,0
2163,212,16,15,2,0,2,1,2,0,0
2164,46,8,0,3,4,0,0,0,0,0
2165,134,23,22,10,0,10,0,3,0,0
2166,24,11,5,3,1,0,0,1,0,0
2167,69,8,13,6,6,0,0,0,0,0
2168,43,5,5,1,2,3,0,0,0,0
2169,100,6,5,0,2,0,8,0,0,0
2170,43,12,3,0,0,0,0,0,0,0
2171,58,8,3,4,6,2,0,1,0,0
2172,75,7,9,9,0,2,0,3,0,0
2173,75,11,3,4,0,0,0,0,0,0
2174,142,41,4,5,0,6,0,6,0,0
2175,161,11,3,7,8,1,0,0,0,0
2176,82,5,9,2,2,2,0,0,0,0
2177,32,21,10,7,1,0,0,2,1,0
2178,121,6,15,5,7,1,0,4,3,0
2179,90,10,7,3,3,1,0,3,0,0
2180,90,9,5,2,0,0,0,0,0,0
2181,60,5,2,6,4,1,0,1,0,1
2182,85,10,8,1,6,0,0,1,4,0
2183,56,4,6,2,1,0,3,0,0,0
2184,41,3,5,3,0,5,0,1,3,0
2185,45,4,4,2,0,0,0,3,0,0
2186,96,10,10,1,8,0,4,0,1,0
2187,39,9,5,5,4,1,0,0,0,0
2188,131,12,14,11,1,4,0,2,2,0
2189,100,13,16,7,11,4,0,3,3,0
2190,144,4,3,5,0,21,0,7,0,0
2191,114,6,11,9,6,6,0,0,0,0
2192,49,12,4,3,2,2,0,0,0,0
2193,66,23,18,0,2,1,0,2,0,0
2194,131,20,12,5,10,0,0,2,0,3
2195,64,2,1,6,0,1,0,0,0,0
2196,111,3,4,2,0,3,0,1,0,0
2197,93,7,2,8,0,6,0,1,1,0
2198,57,0,7,3,1,0,7,0,0,0
2199,155,10,1,15,2,3,0,0,1,0
2200,51,11,12,9,3,1,0,2,1,0
2201,272,9,11,7,9,8,4,2,0,0
2202,134,4,11,5,0,0,0,0,1,0
2203,101,9,6,9,9,5,0,4,1,0
2204,51,8,8,4,4,3,0,0,0,0
2205,143,17,17,0,15,0,16,2,0,0
2206,67,9,7,1,3,0,6,0,0,0
2207,51,8,4,5,3,0,0,0,0,0
2208,68,0,2,4,6,1,0,1,0,0
2209,87,9,2,9,4,4,0,3,0,0
2210,48,3,3,0,0,0,3,0,0,0
2211,47,0,0,0,1,0,2,1,0,0
2212,133,9,10,2,5,4,2,3,1,0
2213,78,13,10,3,2,2,0,1,0,0
2214,84,8,4,1,5,3,7,2,0,0
2215,89,8,11,9,0,3,0,2,1,0
2216,100,23,7,1,3,1,12,0,0,0
2217,28,3,9,3,0,0,0,0,0,0
2218,47,4,3,7,0,5,0,0,0,0
2219,49,2,1,9,0,3,0,0,1,0
2220,46,9,3,0,2,0,0,0,0,0
2221,79,2,7,1,0,6,0,0,0,0
2222,56,13,5,6,2,1,3,3,0,0
2223,103,10,10,9,0,3,0,0,0,0
2224,151,11,13,7,0,4,0,0,4,0
2225,112,12,8,9,6,5,0,0,2,0
2226,62,1,4,5,1,8,0,0,1,0
2227,54,10,4,1,4,0,5,0,0,2
2228,65,6,6,0,6,1,4,0,0,5
2229,73,6,5,2,1,0,0,0,1,0
2230,73,33,5,7,0,0,0,0,0,2
2231,92,1,2,1,4,5,10,0,0,0
2232,105,6,10,6,2,0,0,1,1,0
2233,77,5,5,0,0,0,0,8,0,0
2234,107,27,11,4,6,5,0,3,2,0
2235,72,13,5,4,1,1,0,0,2,0
2236,119,3,11,0,0,3,0,1,0,0
2237,24,7,6,1,0,0,0,0,0,0
2238,51,3,1,5,2,4,0,1,0,0
2239,72,7,10,0,0,1,4,2,0,0
2240,51,11,7,5,5,0,0,1,0,0
2241,28,0,5,4,0,2,0,1,0,0
2242,181,18,8,2,0,7,2,1,0,0
2243,137,8,17,7,13,4,0,5,0,0
2244,82,16,16,4,6,0,13,0,0,0
2245,36,17,14,6,0,2,1,0,3,1
2246,52,2,6,10,0,3,0,0,0,0
2247,193,28,19,7,14,6,8,6,1,0
2248,139,15,14,0,6,0,8,2,0,0
2249,42,2,2,1,2,1,0,0,0,0
2250,57,6,10,0,2,0,5,1,0,0
2251,96,6,1,7,1,4,0,1,0,0
2252,122,7,5,5,10,3,0,0,3,0
2253,92,16,23,9,7,4,0,1,0,0
2254,91,12,5,6,4,0,0,0,0,0
2255,36,3,6,0,5,3,4,0,0,0
2256,111,6,11,5,5,1,0,1,0,3
2257,312,53,38,9,13,29,1,7,2,0
2258,54,2,4,3,1,1,0,1,0,0
2259,145,6,8,4,1,2,3,0,1,0
2260,90,1,6,2,2,2,1,0,0,0
2261,79,4,8,4,7,1,0,0,0,0
2262,55,14,18,2,7,1,0,10,0,0
2263,96,16,4,11,7,1,0,3,0,0
2264,147,35,2,9,0,3,0,7,0,0
2265,24,0,14,0,0,0,0,1,0,0
2266,24,2,2,2,0,1,0,2,0,0
2267,60,2,11,4,5,2,0,2,1,0
2268,28,3,1,3,0,0,3,0,0,0
2269,45,6,1,1,1,1,0,1,0,0
2270,75,6,17,5,1,0,0,2,0,3
2271,15,3,2,0,1,0,0,0,0,0
2272,104,12,0,2,5,2,0,0,0,0
2273,65,11,1,3,0,2,6,0,0,0
2274,69,13,1,0,3,0,6,0,0,0
2275,24,7,5,4,4,3,0,1,0,0
2276,102,17,21,4,11,10,13,1,4,0
2277,54,21,14,5,0,0,5,1,4,0
2278,74,8,3,2,0,2,0,5,0,0
2279,41,18,6,0,8,1,1,0,2,0
2280,55,3,2,1,0,1,3,0,0,2
2281,38,3,1,0,1,0,1,1,0,0
2282,255,43,18,10,18,13,0,0,2,10
2283,35,3,6,1,0,0,3,1,0,0
2284,46,2,0,4,6,1,0,0,0,0
2285,90,5,5,2,7,1,0,1,1,0
2286,102,20,8,10,10,4,0,3,0,0
2287,70,14,4,0,0,0,6,1,0,0
2288,126,10,4,12,5,3,0,2,2,0
2289,40,1,4,0,0,1,1,6,0,0
2290,39,8,1,4,3,4,0,2,0,0
2291,68,14,5,7,5,1,0,6,0,0
2292,54,6,7,4,6,2,0,0,0,0
2293,128,25,7,1,7,1,0,0,2,0
2294,37,8,1,1,3,0,5,1,0,0
2295,55,2,6,7,1,11,0,0,3,0
2296,50,3,1,2,2,2,0,1,0,0
2297,82,5,6,0,2,0,5,2,0,0
2298,85,5,12,20,4,5,0,0,0,0
2299,39,8,2,3,0,2,0,0,0,0
2300,51,13,4,0,3,2,4,0,0,2
2301,131,35,6,2,6,10,5,2,0,0
2302,107,3,21,9,11,5,0,6,2,0
2303,107,4,7,6,3,0,3,0,0,0
2304,66,16,5,6,0,2,0,2,4,0
2305,111,20,10,6,4,12,4,0,0,0
2306,125,18,19,1,21,0,3,0,0,0
2307,66,8,13,4,3,3,0,4,0,0
2308,34,5,2,2,2,3,2,0,0,0
2309,55,1,1,3,4,0,0,0,2,0
2310,64,9,3,5,0,2,0,0,0,3
2311,57,8,2,4,0,2,0,0,0,4
2312,85,11,1,0,1,0,1,15,0,0
2313,57,5,7,7,3,1,0,2,0,0
2314,53,10,4,1,0,3,0,0,1,0
2315,63,11,16,10,0,2,0,4,2,0
2316,58,13,4,3,5,1,1,1,0,0
2317,202,4,3,12,4,7,0,7,0,0
2318,25,7,3,0,5,1,0,0,0,0
2319,39,10,2,4,6,1,0,2,0,0
2320,106,15,18,0,2,1,2,5,0,5
2321,139,14,13,3,0,7,4,2,0,0
2322,124,5,11,5,10,3,0,0,0,0
2323,62,20,1,4,0,1,6,2,0,0
2324,82,6,8,0,5,2,11,0,0,0
2325,38,3,8,0,1,1,6,1,0,0
2326,96,13,16,1,2,0,3,5,0,0
2327,35,3,4,4,1,0,0,0,0,0
2328,128,14,7,8,6,5,0,6,0,0
2329,41,3,2,3,0,0,0,0,0,0
2330,58,9,3,5,2,1,0,0,0,0
2331,100,1,10,5,14,6,0,5,0,0
2332,51,4,5,2,3,5,4,1,1,0
2333,69,14,15,3,5,3,7,1,0,0
2334,184,25,3,6,6,4,0,1,1,0
2335,84,2,4,0,0,0,5,1,0,0
2336,128,5,11,1,6,1,10,2,0,2
2337,132,50,12,13,11,8,0,0,1,0
2338,9,18,5,0,5,0,0,0,0,0
2339,19,2,3,2,5,0,0,1,0,0
2340,67,3,7,2,0,1,0,0,0,0
2341,64,9,3,1,0,0,4,0,0,0
2342,120,6,11,1,12,2,2,2,4,0
2343,66,3,1,1,4,0,3,0,0,3
2344,50,7,1,1,1,1,0,1,0,0
2345,37,7,2,3,1,3,0,1,0,0
2346,148,9,3,7,7,4,0,2,0,0
2347,65,16,4,6,10,0,5,2,0,0
2348,50,3,7,5,5,4,0,0,0,0
2349,159,29,24,10,2,11,0,0,5,0
2350,41,12,7,8,5,6,0,3,1,0
2351,88,15,6,4,3,3,0,1,0,0
2352,155,9,20,2,16,8,0,0,2,0
2353,66,17,6,5,1,2,0,3,0,0
2354,40,2,3,5,0,1,0,1,0,0
2355,107,5,15,11,2,0,0,1,3,0
2356,66,8,4,5,8,3,0,0,3,0
2357,33,22,8,1,0,5,0,0,0,3
2358,145,7,16,7,3,7,0,6,1,0
2359,137,5,10,3,7,1,6,1,0,0
2360,98,6,12,1,0,0,6,3,0,8
2361,81,12,8,2,5,6,0,0,0,0
2362,17,1,1,5,0,2,0,0,1,0
2363,27,3,1,4,1,0,2,0,1,0
2364,27,3,1,4,1,0,2,0,1,0
2365,101,2,2,2,2,3,0,0,0,0
2366,29,2,1,0,0,0,0,0,0,0
2367,32,4,2,2,0,1,0,0,1,0
2368,47,3,6,2,0,0,0,1,0,3
2369,30,5,6,0,5,0,4,1,0,0
2370,88,5,15,3,3,0,0,1,2,0
2371,36,5,2,2,1,1,0,0,0,0
2372,61,6,11,7,3,9,0,1,0,0
2373,105,13,14,11,11,0,2,0,0,0
2374,200,33,21,12,1,2,9,1,0,6
2375,54,12,4,2,6,3,0,0,0,0
2376,90,7,16,11,0,0,1,1,1,0
2377,22,13,5,5,4,3,0,0,1,0
2378,29,5,6,1,0,1,0,1,0,0
2379,47,16,8,0,1,4,0,1,0,0
2380,46,3,1,2,1,0,1,0,0,0
2381,78,13,8,1,1,3,6,0,0,0
2382,136,10,11,1,7,6,0,0,0,12
2383,99,16,4,9,6,2,0,1,1,0
2384,19,5,5,2,2,1,0,2,0,0
2385,72,20,2,4,3,3,0,3,1,0
2386,108,12,7,11,16,0,0,0,1,0
2387,46,10,2,5,3,0,0,0,0,4
2388,73,2,8,0,1,0,4,1,0,0
2389,60,8,3,0,2,0,0,0,0,0
2390,37,11,1,0,0,0,0,1,0,0
2391,76,4,12,13,5,3,0,5,3,1
2392,67,7,4,9,0,1,0,0,0,0
2393,58,9,3,2,1,0,0,1,0,0
2394,45,8,2,1,3,1,1,0,1,0
2395,81,7,5,7,0,2,0,2,3,0
2396,43,5,4,2,3,2,0,0,0,1
2397,38,3,1,0,3,0,1,0,0,0
2398,31,3,1,4,0,1,0,0,0,0
2399,33,2,1,2,0,0,0,1,1,0
2400,41,6,6,1,4,1,0,0,1,0
2401,50,1,4,3,0,5,0,0,0,0
2402,28,13,3,1,3,1,0,0,0,0
2403,79,3,5,8,2,0,0,1,0,0
2404,62,27,7,2,1,1,0,1,1,0
2405,42,5,3,4,2,0,0,1,2,0
2406,79,7,5,9,0,1,0,0,0,0
2407,28,1,2,0,1,3,1,0,0,0
2408,30,3,4,4,2,0,0,0,0,0
2409,68,26,14,4,3,0,0,1,0,0
2410,42,3,7,5,7,1,0,0,1,0
2411,88,21,15,8,18,3,0,6,0,0
2412,73,10,11,2,8,2,0,1,2,0
2413,91,4,3,8,5,6,0,1,3,0
2414,107,1,8,2,6,4,0,0,0,0
2415,57,10,9,5,1,4,0,0,0,0
2416,122,3,9,6,14,5,1,2,4,0
2417,44,12,3,4,0,2,0,0,0,0
2418,78,8,2,4,0,2,2,1,1,0
2419,95,1,3,5,0,3,1,0,0,0
2420,117,16,11,1,8,0,10,7,0,1
2421,62,7,8,4,6,1,0,1,0,0
2422,87,6,27,12,3,1,0,1,0,0
2423,172,21,15,6,10,11,0,0,5,0
2424,71,20,12,3,2,1,0,7,1,0
2425,65,0,3,2,0,0,0,1,0,0
2426,123,8,9,5,7,11,0,1,1,0
2427,34,7,2,2,2,3,2,0,1,0
2428,27,0,5,1,0,1,2,0,1,1
2429,123,39,2,3,7,2,0,1,0,0
2430,52,4,3,4,7,1,0,0,1,0
2431,41,0,0,0,0,0,4,0,0,0
2432,74,11,4,2,5,4,0,1,0,0
2433,20,6,1,2,0,0,0,0,0,0
2434,166,28,22,3,1,2,8,2,0,0
2435,69,2,2,5,3,3,0,1,0,0
2436,48,4,3,2,5,1,0,0,0,0
2437,126,13,15,5,3,0,0,1,0,0
2438,114,10,13,2,8,4,0,0,0,0
2439,134,10,8,5,11,0,9,0,0,0
2440,103,3,2,4,2,7,0,2,2,0
2441,66,22,7,2,7,0,0,0,0,3
2442,86,8,6,0,0,0,10,0,1,0
2443,58,4,11,5,3,1,0,0,0,0
2444,16,34,9,0,5,0,0,4,0,1
2445,79,3,9,1,4,1,0,0,0,0
2446,75,17,13,6,6,8,0,3,1,0
2447,31,7,1,0,1,1,0,0,1,0
2448,46,2,0,4,0,0,0,2,0,0
2449,57,14,8,3,6,4,0,2,0,0
2450,67,17,9,2,4,4,0,0,0,0
2451,92,20,9,0,5,0,1,0,0,1
2452,56,8,1,0,3,3,8,0,0,0
2453,55,9,7,1,4,1,1,0,0,0
2454,78,6,11,5,1,0,4,7,0,0
2455,74,3,7,0,4,1,7,0,0,0
2456,24,3,3,0,1,0,3,0,0,0
2457,80,9,5,3,2,0,0,4,0,0
2458,73,8,9,3,6,6,0,1,0,0
2459,47,7,2,5,0,4,0,2,1,0
2460,67,7,8,4,1,0,0,0,0,0
